order_item_id,order_id,product_id,quantity,unit_price,total_price
OI028797,ORD09556,P0486,3,2242.06,6726.18
OI028798,ORD09556,P1921,1,1086.32,1086.32
OI028799,ORD09557,P1119,1,7842.2,7842.2
OI028800,ORD09557,P0274,1,13639.77,13639.77
OI028801,ORD09557,P1337,2,690.68,1381.36
OI028802,ORD09557,P1070,1,2209.46,2209.46
OI028803,ORD09558,P0338,1,12542.73,12542.73
OI028804,ORD09558,P0192,1,2962.11,2962.11
OI028805,ORD09558,P1578,1,7538.57,7538.57
OI028806,ORD09559,P0550,1,1434.72,1434.72
OI028807,ORD09559,P0650,1,5805.25,5805.25
OI028808,ORD09559,P1540,1,1621.37,1621.37
OI028809,ORD09559,P1313,1,5053.66,5053.66
OI028810,ORD09559,P0959,1,14395.44,14395.44
OI028811,ORD09560,P1104,1,3379.39,3379.39
OI028812,ORD09560,P1209,1,5929.62,5929.62
OI028813,ORD09560,P1194,1,5176.98,5176.98
OI028814,ORD09561,P0695,1,13104.58,13104.58
OI028815,ORD09562,P1972,1,2478.76,2478.76
OI028816,ORD09562,P0043,1,1947.33,1947.33
OI028817,ORD09562,P1590,1,13130.14,13130.14
OI028818,ORD09563,P0629,1,2361.34,2361.34
OI028819,ORD09563,P1804,2,347.42,694.84
OI028820,ORD09563,P1056,1,3857.8,3857.8
OI028821,ORD09563,P1274,1,6849.12,6849.12
OI028822,ORD09563,P0612,1,1308.89,1308.89
OI028823,ORD09564,P0161,1,4463.06,4463.06
OI028824,ORD09564,P1126,1,2478.42,2478.42
OI028825,ORD09564,P0167,1,5521.78,5521.78
OI028826,ORD09564,P0963,1,2693.39,2693.39
OI028827,ORD09565,P1087,2,3225.02,6450.04
OI028828,ORD09566,P1338,1,8157.55,8157.55
OI028829,ORD09566,P1242,1,17401.41,17401.41
OI028830,ORD09567,P0100,1,12014.26,12014.26
OI028831,ORD09567,P1544,1,1261.19,1261.19
OI028832,ORD09567,P1545,1,2233.25,2233.25
OI028833,ORD09568,P0452,1,8490.35,8490.35
OI028834,ORD09568,P0571,3,222.29,666.87
OI028835,ORD09568,P1105,1,13261.91,13261.91
OI028836,ORD09568,P0703,1,8752.76,8752.76
OI028837,ORD09568,P0241,1,13181.24,13181.24
OI028838,ORD09569,P0608,1,13093.85,13093.85
OI028839,ORD09570,P1633,1,1164.64,1164.64
OI028840,ORD09571,P0956,1,2360.69,2360.69
OI028841,ORD09571,P0773,2,1226.34,2452.68
OI028842,ORD09571,P1868,1,4596.5,4596.5
OI028843,ORD09571,P0594,1,3754.98,3754.98
OI028844,ORD09572,P0678,3,294.47,883.41
OI028845,ORD09573,P0137,1,7733.42,7733.42
OI028846,ORD09573,P0681,3,5538.32,16614.96
OI028847,ORD09573,P0428,1,4888.2,4888.2
OI028848,ORD09574,P0480,1,2756.4,2756.4
OI028849,ORD09574,P0747,1,1890.73,1890.73
OI028850,ORD09574,P0182,1,3324.48,3324.48
OI028851,ORD09574,P1155,3,457.58,1372.74
OI028852,ORD09574,P0545,1,9692.69,9692.69
OI028853,ORD09575,P0080,2,7674.15,15348.3
OI028854,ORD09576,P1677,1,1354.24,1354.24
OI028855,ORD09576,P1813,1,352.82,352.82
OI028856,ORD09576,P1210,1,2754.78,2754.78
OI028857,ORD09576,P1466,1,609.87,609.87
OI028858,ORD09576,P1469,1,3101.9,3101.9
OI028859,ORD09577,P0038,1,1295.53,1295.53
OI028860,ORD09578,P0007,1,3148.49,3148.49
OI028861,ORD09578,P0023,1,992.85,992.85
OI028862,ORD09578,P1975,1,1296.72,1296.72
OI028863,ORD09578,P0556,1,3649.7,3649.7
OI028864,ORD09578,P1072,1,5731.86,5731.86
OI028865,ORD09579,P1335,1,2448.34,2448.34
OI028866,ORD09579,P0857,1,17759.54,17759.54
OI028867,ORD09579,P0115,1,4692.68,4692.68
OI028868,ORD09579,P0356,2,935.89,1871.78
OI028869,ORD09580,P1702,1,7281.97,7281.97
OI028870,ORD09580,P0704,1,4999.46,4999.46
OI028871,ORD09580,P0203,1,11480.32,11480.32
OI028872,ORD09580,P0204,1,1224.41,1224.41
OI028873,ORD09581,P0166,1,3848.0,3848.0
OI028874,ORD09582,P1609,1,1739.92,1739.92
OI028875,ORD09582,P1390,3,4847.03,14541.09
OI028876,ORD09582,P0252,1,19351.61,19351.61
OI028877,ORD09583,P1148,1,1265.51,1265.51
OI028878,ORD09583,P1370,1,1141.38,1141.38
OI028879,ORD09583,P1658,1,1775.1,1775.1
OI028880,ORD09583,P1202,2,1263.44,2526.88
OI028881,ORD09583,P1428,1,7531.5,7531.5
OI028882,ORD09584,P1424,1,8800.1,8800.1
OI028883,ORD09584,P1220,1,683.35,683.35
OI028884,ORD09585,P0098,2,438.88,877.76
OI028885,ORD09585,P0781,1,729.54,729.54
OI028886,ORD09586,P0124,1,3717.02,3717.02
OI028887,ORD09586,P0684,1,8923.39,8923.39
OI028888,ORD09586,P0029,1,2984.66,2984.66
OI028889,ORD09586,P1205,2,1922.39,3844.78
OI028890,ORD09587,P0445,1,6169.64,6169.64
OI028891,ORD09588,P1277,1,1063.21,1063.21
OI028892,ORD09588,P0389,1,1421.11,1421.11
OI028893,ORD09588,P1249,2,5478.54,10957.08
OI028894,ORD09589,P0683,1,1725.83,1725.83
OI028895,ORD09590,P1834,1,7667.18,7667.18
OI028896,ORD09590,P1637,1,3843.15,3843.15
OI028897,ORD09591,P1093,1,3424.34,3424.34
OI028898,ORD09591,P1750,1,13826.8,13826.8
OI028899,ORD09591,P0530,1,4176.34,4176.34
OI028900,ORD09592,P1578,3,8830.44,26491.32
OI028901,ORD09592,P1098,1,12123.14,12123.14
OI028902,ORD09593,P1559,1,9222.02,9222.02
OI028903,ORD09593,P0924,1,2226.59,2226.59
OI028904,ORD09593,P0510,1,771.24,771.24
OI028905,ORD09593,P0250,1,19735.9,19735.9
OI028906,ORD09594,P1335,2,2631.89,5263.78
OI028907,ORD09595,P1043,1,606.8,606.8
OI028908,ORD09595,P1701,1,5091.58,5091.58
OI028909,ORD09595,P1753,1,1550.27,1550.27
OI028910,ORD09595,P0202,1,1792.26,1792.26
OI028911,ORD09595,P1413,1,237.13,237.13
OI028912,ORD09596,P1864,1,17178.3,17178.3
OI028913,ORD09596,P1507,1,2780.41,2780.41
OI028914,ORD09596,P0480,1,2606.65,2606.65
OI028915,ORD09597,P0334,1,9069.34,9069.34
OI028916,ORD09597,P1067,2,1694.95,3389.9
OI028917,ORD09597,P1796,1,13366.12,13366.12
OI028918,ORD09597,P1725,1,1133.12,1133.12
OI028919,ORD09597,P1510,1,2670.57,2670.57
OI028920,ORD09598,P1612,1,6146.6,6146.6
OI028921,ORD09599,P1217,1,786.14,786.14
OI028922,ORD09599,P1769,1,14026.69,14026.69
OI028923,ORD09599,P0407,1,1301.07,1301.07
OI028924,ORD09600,P1576,1,6160.36,6160.36
OI028925,ORD09600,P0819,1,5021.62,5021.62
OI028926,ORD09600,P1681,1,1133.98,1133.98
OI028927,ORD09600,P1549,1,2216.0,2216.0
OI028928,ORD09601,P0612,1,1140.09,1140.09
OI028929,ORD09602,P1748,1,9682.46,9682.46
OI028930,ORD09603,P0421,1,1204.98,1204.98
OI028931,ORD09603,P0876,1,1548.57,1548.57
OI028932,ORD09603,P0609,1,8449.53,8449.53
OI028933,ORD09603,P0593,1,3452.3,3452.3
OI028934,ORD09603,P0969,1,1519.22,1519.22
OI028935,ORD09604,P0549,1,1153.98,1153.98
OI028936,ORD09604,P0969,1,1554.91,1554.91
OI028937,ORD09604,P1117,1,3733.77,3733.77
OI028938,ORD09605,P0157,1,6026.34,6026.34
OI028939,ORD09605,P0272,1,583.45,583.45
OI028940,ORD09605,P0795,1,3252.35,3252.35
OI028941,ORD09605,P0238,1,4143.71,4143.71
OI028942,ORD09606,P0047,1,13198.21,13198.21
OI028943,ORD09606,P0630,1,3114.79,3114.79
OI028944,ORD09606,P0992,1,1328.04,1328.04
OI028945,ORD09606,P0380,1,6404.56,6404.56
OI028946,ORD09606,P1008,1,7085.66,7085.66
OI028947,ORD09607,P0248,1,1908.16,1908.16
OI028948,ORD09607,P0962,1,264.31,264.31
OI028949,ORD09608,P1135,1,2722.19,2722.19
OI028950,ORD09608,P0827,1,954.25,954.25
OI028951,ORD09608,P0952,1,252.94,252.94
OI028952,ORD09609,P1961,1,14973.04,14973.04
OI028953,ORD09610,P1017,1,4866.07,4866.07
OI028954,ORD09610,P1637,1,3403.56,3403.56
OI028955,ORD09610,P0499,1,2299.93,2299.93
OI028956,ORD09610,P1155,1,397.67,397.67
OI028957,ORD09610,P0006,1,1799.44,1799.44
OI028958,ORD09611,P1676,1,8851.58,8851.58
OI028959,ORD09611,P0025,1,9136.12,9136.12
OI028960,ORD09611,P1519,2,921.49,1842.98
OI028961,ORD09611,P0892,1,4785.49,4785.49
OI028962,ORD09611,P1234,2,6236.0,12472.0
OI028963,ORD09612,P1058,2,1768.62,3537.24
OI028964,ORD09612,P1268,1,1712.94,1712.94
OI028965,ORD09613,P1713,1,1454.47,1454.47
OI028966,ORD09613,P0351,2,10109.39,20218.78
OI028967,ORD09613,P0618,1,746.05,746.05
OI028968,ORD09613,P0068,2,14919.24,29838.48
OI028969,ORD09613,P1372,3,9561.22,28683.66
OI028970,ORD09614,P0317,1,7447.96,7447.96
OI028971,ORD09614,P1837,1,5648.76,5648.76
OI028972,ORD09614,P1767,1,5195.8,5195.8
OI028973,ORD09614,P0853,1,683.21,683.21
OI028974,ORD09614,P0360,2,10278.53,20557.06
OI028975,ORD09615,P1863,1,619.07,619.07
OI028976,ORD09615,P0111,1,10981.73,10981.73
OI028977,ORD09615,P1144,3,6518.16,19554.48
OI028978,ORD09616,P0793,1,9550.31,9550.31
OI028979,ORD09616,P0213,1,12400.65,12400.65
OI028980,ORD09617,P1429,1,12980.26,12980.26
OI028981,ORD09617,P1858,1,2147.13,2147.13
OI028982,ORD09617,P0033,1,1066.45,1066.45
OI028983,ORD09617,P0134,1,5819.46,5819.46
OI028984,ORD09618,P1402,1,2312.27,2312.27
OI028985,ORD09618,P1859,1,3399.94,3399.94
OI028986,ORD09618,P1032,1,946.7,946.7
OI028987,ORD09618,P0376,1,611.42,611.42
OI028988,ORD09619,P0672,1,1360.49,1360.49
OI028989,ORD09619,P0816,1,5859.49,5859.49
OI028990,ORD09619,P1306,2,698.0,1396.0
OI028991,ORD09619,P0125,2,3738.98,7477.96
OI028992,ORD09620,P0694,1,337.54,337.54
OI028993,ORD09620,P0782,1,9018.73,9018.73
OI028994,ORD09620,P0203,1,10475.11,10475.11
OI028995,ORD09620,P0306,1,9738.63,9738.63
OI028996,ORD09620,P0308,1,501.99,501.99
OI028997,ORD09621,P1305,1,9454.69,9454.69
OI028998,ORD09621,P1592,1,1626.97,1626.97
OI028999,ORD09621,P1900,1,1146.99,1146.99
OI029000,ORD09622,P1693,1,695.08,695.08
OI029001,ORD09622,P0843,1,10580.38,10580.38
OI029002,ORD09622,P0682,1,812.04,812.04
OI029003,ORD09622,P0591,1,13862.26,13862.26
OI029004,ORD09623,P1428,1,7706.17,7706.17
OI029005,ORD09623,P1824,1,3098.58,3098.58
OI029006,ORD09623,P0678,1,268.69,268.69
OI029007,ORD09623,P0472,1,9162.54,9162.54
OI029008,ORD09623,P0716,1,10306.71,10306.71
OI029009,ORD09624,P1493,1,261.74,261.74
OI029010,ORD09625,P0256,1,6448.98,6448.98
OI029011,ORD09626,P1724,1,935.96,935.96
OI029012,ORD09627,P0349,1,11374.02,11374.02
OI029013,ORD09627,P0827,2,1045.6,2091.2
OI029014,ORD09628,P1937,1,1777.27,1777.27
OI029015,ORD09628,P0654,1,2056.53,2056.53
OI029016,ORD09628,P1545,1,2098.26,2098.26
OI029017,ORD09629,P0314,1,9089.89,9089.89
OI029018,ORD09629,P1066,1,9355.25,9355.25
OI029019,ORD09630,P0774,1,1462.29,1462.29
OI029020,ORD09631,P1220,1,645.1,645.1
OI029021,ORD09631,P1754,1,1333.12,1333.12
OI029022,ORD09631,P1395,1,5339.28,5339.28
OI029023,ORD09632,P0920,1,3510.14,3510.14
OI029024,ORD09632,P0034,1,4497.71,4497.71
OI029025,ORD09633,P0840,1,1703.04,1703.04
OI029026,ORD09633,P1177,1,4763.55,4763.55
OI029027,ORD09634,P1043,1,548.81,548.81
OI029028,ORD09634,P1624,2,11774.03,23548.06
OI029029,ORD09635,P1863,1,643.27,643.27
OI029030,ORD09635,P1472,1,5218.17,5218.17
OI029031,ORD09635,P1348,1,381.36,381.36
OI029032,ORD09635,P1306,1,640.64,640.64
OI029033,ORD09636,P1150,1,8303.57,8303.57
OI029034,ORD09636,P1387,1,4147.96,4147.96
OI029035,ORD09636,P0952,1,226.31,226.31
OI029036,ORD09636,P0631,1,5544.31,5544.31
OI029037,ORD09636,P1085,2,1604.73,3209.46
OI029038,ORD09637,P1453,3,715.49,2146.47
OI029039,ORD09637,P1163,1,8390.97,8390.97
OI029040,ORD09637,P0802,1,4762.2,4762.2
OI029041,ORD09638,P1864,1,16155.1,16155.1
OI029042,ORD09638,P1648,2,678.17,1356.34
OI029043,ORD09638,P1284,2,8628.4,17256.8
OI029044,ORD09638,P1979,2,2484.39,4968.78
OI029045,ORD09638,P1193,1,6884.42,6884.42
OI029046,ORD09639,P1560,1,8275.72,8275.72
OI029047,ORD09639,P1085,1,1522.49,1522.49
OI029048,ORD09639,P1771,1,5637.12,5637.12
OI029049,ORD09639,P1294,1,4606.5,4606.5
OI029050,ORD09640,P1973,2,7509.6,15019.2
OI029051,ORD09640,P0828,1,675.77,675.77
OI029052,ORD09640,P0418,1,3270.55,3270.55
OI029053,ORD09641,P0672,1,1236.91,1236.91
OI029054,ORD09641,P0244,1,2429.6,2429.6
OI029055,ORD09641,P1768,2,485.9,971.8
OI029056,ORD09641,P0195,1,2583.43,2583.43
OI029057,ORD09641,P0093,2,7254.15,14508.3
OI029058,ORD09642,P0632,1,4066.5,4066.5
OI029059,ORD09642,P1921,3,1098.31,3294.93
OI029060,ORD09642,P0939,1,2575.41,2575.41
OI029061,ORD09642,P1057,1,837.6,837.6
OI029062,ORD09642,P0594,1,3999.56,3999.56
OI029063,ORD09643,P1084,2,4365.45,8730.9
OI029064,ORD09643,P0359,1,3086.12,3086.12
OI029065,ORD09643,P1652,1,9261.96,9261.96
OI029066,ORD09643,P1586,1,8168.91,8168.91
OI029067,ORD09643,P1593,1,648.0,648.0
OI029068,ORD09644,P1152,1,11703.45,11703.45
OI029069,ORD09644,P1141,1,753.24,753.24
OI029070,ORD09644,P1027,1,2489.85,2489.85
OI029071,ORD09644,P1581,1,11496.03,11496.03
OI029072,ORD09644,P0536,1,7524.2,7524.2
OI029073,ORD09645,P0755,1,4995.42,4995.42
OI029074,ORD09645,P1317,1,4171.55,4171.55
OI029075,ORD09645,P1993,1,386.88,386.88
OI029076,ORD09646,P1701,1,5220.79,5220.79
OI029077,ORD09646,P1184,1,12036.12,12036.12
OI029078,ORD09647,P0425,1,3790.45,3790.45
OI029079,ORD09647,P1884,3,20929.4,62788.2
OI029080,ORD09647,P1995,1,8399.98,8399.98
OI029081,ORD09647,P1167,1,179.02,179.02
OI029082,ORD09647,P1191,1,1526.1,1526.1
OI029083,ORD09648,P1543,2,6857.3,13714.6
OI029084,ORD09649,P1221,1,1450.16,1450.16
OI029085,ORD09649,P0878,1,642.12,642.12
OI029086,ORD09649,P0868,1,2101.09,2101.09
OI029087,ORD09649,P1478,1,2965.67,2965.67
OI029088,ORD09650,P0169,1,4267.35,4267.35
OI029089,ORD09650,P0406,1,2852.76,2852.76
OI029090,ORD09651,P1691,1,749.44,749.44
OI029091,ORD09652,P0197,1,8391.09,8391.09
OI029092,ORD09653,P0780,1,4290.22,4290.22
OI029093,ORD09653,P1556,1,824.9,824.9
OI029094,ORD09653,P0243,1,17311.45,17311.45
OI029095,ORD09653,P0403,1,16547.22,16547.22
OI029096,ORD09654,P0227,1,1533.13,1533.13
OI029097,ORD09654,P0630,1,3406.0,3406.0
OI029098,ORD09654,P1023,1,4703.62,4703.62
OI029099,ORD09655,P1958,2,6984.42,13968.84
OI029100,ORD09655,P0724,1,4897.08,4897.08
OI029101,ORD09655,P0427,1,3319.12,3319.12
OI029102,ORD09656,P1086,1,10525.55,10525.55
OI029103,ORD09656,P1000,1,1250.43,1250.43
OI029104,ORD09656,P0261,1,8251.12,8251.12
OI029105,ORD09656,P1792,2,6938.58,13877.16
OI029106,ORD09656,P0794,1,5151.48,5151.48
OI029107,ORD09657,P1882,1,6302.04,6302.04
OI029108,ORD09657,P1322,1,1782.84,1782.84
OI029109,ORD09657,P1302,1,2554.5,2554.5
OI029110,ORD09657,P0417,1,1070.39,1070.39
OI029111,ORD09657,P0428,1,4558.84,4558.84
OI029112,ORD09658,P0330,1,5191.09,5191.09
OI029113,ORD09658,P1484,1,13973.21,13973.21
OI029114,ORD09658,P0814,1,9342.69,9342.69
OI029115,ORD09658,P1582,1,807.01,807.01
OI029116,ORD09658,P1172,2,6230.74,12461.48
OI029117,ORD09659,P0553,1,7010.66,7010.66
OI029118,ORD09660,P0936,1,8107.59,8107.59
OI029119,ORD09660,P0226,1,704.96,704.96
OI029120,ORD09660,P1045,1,1273.92,1273.92
OI029121,ORD09661,P0753,1,5736.73,5736.73
OI029122,ORD09661,P1616,1,1245.95,1245.95
OI029123,ORD09661,P0894,1,2895.21,2895.21
OI029124,ORD09661,P1916,1,7216.8,7216.8
OI029125,ORD09662,P1366,1,3900.98,3900.98
OI029126,ORD09663,P0381,1,2396.51,2396.51
OI029127,ORD09663,P1851,1,1391.76,1391.76
OI029128,ORD09663,P0838,1,880.05,880.05
OI029129,ORD09663,P1867,1,20660.34,20660.34
OI029130,ORD09663,P1525,2,7503.56,15007.12
OI029131,ORD09664,P0568,2,4227.88,8455.76
OI029132,ORD09664,P1460,1,11726.63,11726.63
OI029133,ORD09664,P0354,2,1491.95,2983.9
OI029134,ORD09665,P0549,1,1113.93,1113.93
OI029135,ORD09665,P0892,1,4184.0,4184.0
OI029136,ORD09666,P0243,1,15291.36,15291.36
OI029137,ORD09666,P0098,1,457.46,457.46
OI029138,ORD09666,P0241,1,12618.92,12618.92
OI029139,ORD09666,P0888,1,4404.91,4404.91
OI029140,ORD09666,P0609,1,8084.09,8084.09
OI029141,ORD09667,P0052,1,869.97,869.97
OI029142,ORD09667,P0799,1,1259.77,1259.77
OI029143,ORD09667,P1655,1,8935.9,8935.9
OI029144,ORD09667,P0370,2,16705.68,33411.36
OI029145,ORD09668,P1924,1,3064.6,3064.6
OI029146,ORD09668,P1569,1,499.19,499.19
OI029147,ORD09668,P0012,2,2214.33,4428.66
OI029148,ORD09668,P1301,1,1576.44,1576.44
OI029149,ORD09669,P1305,1,9925.75,9925.75
OI029150,ORD09669,P0783,3,2871.53,8614.59
OI029151,ORD09669,P1980,1,6378.26,6378.26
OI029152,ORD09670,P0220,1,801.94,801.94
OI029153,ORD09670,P0379,1,6957.48,6957.48
OI029154,ORD09670,P0219,1,583.57,583.57
OI029155,ORD09671,P0874,1,4577.78,4577.78
OI029156,ORD09671,P1393,2,5994.93,11989.86
OI029157,ORD09671,P0704,3,5594.79,16784.37
OI029158,ORD09671,P1764,1,11628.84,11628.84
OI029159,ORD09671,P1998,1,3120.06,3120.06
OI029160,ORD09672,P1754,2,1328.69,2657.38
OI029161,ORD09672,P1168,1,9535.63,9535.63
OI029162,ORD09673,P0744,2,6322.98,12645.96
OI029163,ORD09673,P0636,1,3206.17,3206.17
OI029164,ORD09674,P0080,1,8566.49,8566.49
OI029165,ORD09674,P0186,1,6592.29,6592.29
OI029166,ORD09675,P0407,1,1235.5,1235.5
OI029167,ORD09675,P0913,1,3479.4,3479.4
OI029168,ORD09675,P0744,1,6598.71,6598.71
OI029169,ORD09675,P0499,2,2422.99,4845.98
OI029170,ORD09676,P1242,1,17170.43,17170.43
OI029171,ORD09676,P1439,1,3722.56,3722.56
OI029172,ORD09676,P0830,1,3986.98,3986.98
OI029173,ORD09677,P1340,1,8989.37,8989.37
OI029174,ORD09678,P1981,1,12004.27,12004.27
OI029175,ORD09679,P1567,3,6607.26,19821.78
OI029176,ORD09679,P0254,3,2872.77,8618.31
OI029177,ORD09680,P0597,1,2230.46,2230.46
OI029178,ORD09680,P0760,1,15316.84,15316.84
OI029179,ORD09681,P0587,1,1161.74,1161.74
OI029180,ORD09681,P0127,1,3466.52,3466.52
OI029181,ORD09682,P0779,1,951.7,951.7
OI029182,ORD09682,P0478,1,691.68,691.68
OI029183,ORD09682,P1066,1,8702.25,8702.25
OI029184,ORD09682,P1067,1,1802.75,1802.75
OI029185,ORD09683,P0961,1,5680.56,5680.56
OI029186,ORD09683,P0860,1,1976.41,1976.41
OI029187,ORD09683,P1809,1,422.08,422.08
OI029188,ORD09683,P1987,1,3886.54,3886.54
OI029189,ORD09684,P0804,1,3349.95,3349.95
OI029190,ORD09684,P0965,1,4058.67,4058.67
OI029191,ORD09685,P1486,1,2466.95,2466.95
OI029192,ORD09685,P1793,1,1453.48,1453.48
OI029193,ORD09685,P0715,1,5602.6,5602.6
OI029194,ORD09685,P0260,1,7123.9,7123.9
OI029195,ORD09686,P0740,1,1070.43,1070.43
OI029196,ORD09686,P1764,1,11525.18,11525.18
OI029197,ORD09687,P1106,1,5912.07,5912.07
OI029198,ORD09687,P0215,2,4945.7,9891.4
OI029199,ORD09687,P1700,3,13098.4,39295.2
OI029200,ORD09687,P1816,1,3670.64,3670.64
OI029201,ORD09688,P0340,1,1996.69,1996.69
OI029202,ORD09688,P0555,1,8952.89,8952.89
OI029203,ORD09688,P0860,1,1836.64,1836.64
OI029204,ORD09688,P1758,2,7892.4,15784.8
OI029205,ORD09689,P0812,1,8937.36,8937.36
OI029206,ORD09689,P0146,1,12814.96,12814.96
OI029207,ORD09689,P0559,1,2533.02,2533.02
OI029208,ORD09689,P0013,1,4555.6,4555.6
OI029209,ORD09690,P1100,3,3634.51,10903.53
OI029210,ORD09690,P0579,1,4120.04,4120.04
OI029211,ORD09691,P1727,1,8430.33,8430.33
OI029212,ORD09691,P0473,1,2667.91,2667.91
OI029213,ORD09691,P0894,3,2908.79,8726.37
OI029214,ORD09691,P0317,1,7693.49,7693.49
OI029215,ORD09691,P0020,1,460.58,460.58
OI029216,ORD09692,P0945,1,3664.37,3664.37
OI029217,ORD09692,P0006,2,2051.21,4102.42
OI029218,ORD09692,P0543,2,8289.65,16579.3
OI029219,ORD09692,P0858,1,661.23,661.23
OI029220,ORD09692,P1716,2,7148.44,14296.88
OI029221,ORD09693,P0285,1,5045.29,5045.29
OI029222,ORD09694,P2000,1,1011.35,1011.35
OI029223,ORD09694,P1088,1,6406.94,6406.94
OI029224,ORD09694,P0060,1,5810.9,5810.9
OI029225,ORD09695,P0564,1,862.04,862.04
OI029226,ORD09695,P0633,1,3374.56,3374.56
OI029227,ORD09695,P0379,1,6441.0,6441.0
OI029228,ORD09696,P0760,1,17104.38,17104.38
OI029229,ORD09696,P0468,1,897.02,897.02
OI029230,ORD09696,P1832,2,786.23,1572.46
OI029231,ORD09696,P1697,1,2924.82,2924.82
OI029232,ORD09697,P0558,1,6305.43,6305.43
OI029233,ORD09697,P1351,1,5400.72,5400.72
OI029234,ORD09698,P1848,2,3974.93,7949.86
OI029235,ORD09698,P0372,1,149.1,149.1
OI029236,ORD09698,P1101,1,4966.05,4966.05
OI029237,ORD09699,P1084,1,4152.16,4152.16
OI029238,ORD09699,P0077,1,1210.88,1210.88
OI029239,ORD09700,P0753,1,6255.82,6255.82
OI029240,ORD09700,P1562,1,8734.62,8734.62
OI029241,ORD09700,P0293,1,5800.14,5800.14
OI029242,ORD09701,P0344,1,7142.39,7142.39
OI029243,ORD09701,P1776,1,2070.89,2070.89
OI029244,ORD09701,P1288,1,2169.26,2169.26
OI029245,ORD09702,P0052,1,746.73,746.73
OI029246,ORD09702,P0565,1,563.24,563.24
OI029247,ORD09703,P1738,1,1451.62,1451.62
OI029248,ORD09703,P1944,1,3669.51,3669.51
OI029249,ORD09703,P0847,1,9518.7,9518.7
OI029250,ORD09704,P1489,1,6561.1,6561.1
OI029251,ORD09704,P0093,1,7511.99,7511.99
OI029252,ORD09704,P0479,1,8080.59,8080.59
OI029253,ORD09705,P1548,1,6924.08,6924.08
OI029254,ORD09705,P0836,3,7299.11,21897.33
OI029255,ORD09705,P0184,1,4116.17,4116.17
OI029256,ORD09706,P0669,1,3673.77,3673.77
OI029257,ORD09706,P0233,1,1290.41,1290.41
OI029258,ORD09706,P1815,1,2204.46,2204.46
OI029259,ORD09706,P0878,1,581.86,581.86
OI029260,ORD09706,P1771,1,6083.67,6083.67
OI029261,ORD09707,P1607,1,5563.95,5563.95
OI029262,ORD09708,P0892,2,4370.58,8741.16
OI029263,ORD09708,P1369,1,8347.52,8347.52
OI029264,ORD09708,P0804,1,3654.76,3654.76
OI029265,ORD09708,P1313,1,5499.16,5499.16
OI029266,ORD09708,P0967,1,5524.08,5524.08
OI029267,ORD09709,P0875,1,6266.42,6266.42
OI029268,ORD09709,P1051,1,348.34,348.34
OI029269,ORD09709,P1666,2,6101.65,12203.3
OI029270,ORD09710,P0429,1,144.99,144.99
OI029271,ORD09710,P1694,3,18579.63,55738.89
OI029272,ORD09710,P0871,3,11617.55,34852.65
OI029273,ORD09710,P0892,1,5045.62,5045.62
OI029274,ORD09710,P1175,3,3418.93,10256.79
OI029275,ORD09711,P0451,2,940.61,1881.22
OI029276,ORD09711,P1288,1,1985.68,1985.68
OI029277,ORD09711,P0751,1,5228.28,5228.28
OI029278,ORD09712,P0603,2,3664.56,7329.12
OI029279,ORD09713,P0774,1,1534.03,1534.03
OI029280,ORD09713,P0018,1,1628.66,1628.66
OI029281,ORD09713,P1808,1,454.05,454.05
OI029282,ORD09714,P1765,1,13899.23,13899.23
OI029283,ORD09715,P1753,1,1687.14,1687.14
OI029284,ORD09715,P1862,1,5283.94,5283.94
OI029285,ORD09715,P0022,3,911.45,2734.35
OI029286,ORD09715,P0033,2,1110.07,2220.14
OI029287,ORD09715,P1874,1,5076.7,5076.7
OI029288,ORD09716,P1302,1,2526.39,2526.39
OI029289,ORD09716,P1840,2,4921.02,9842.04
OI029290,ORD09716,P1534,1,596.83,596.83
OI029291,ORD09716,P0678,1,303.53,303.53
OI029292,ORD09716,P1300,2,3323.99,6647.98
OI029293,ORD09717,P1141,1,749.22,749.22
OI029294,ORD09717,P1648,1,683.0,683.0
OI029295,ORD09718,P1278,1,10836.79,10836.79
OI029296,ORD09719,P0185,1,6091.54,6091.54
OI029297,ORD09719,P1929,1,10914.13,10914.13
OI029298,ORD09719,P0179,1,1923.43,1923.43
OI029299,ORD09720,P0436,3,3975.82,11927.46
OI029300,ORD09720,P1533,1,4064.56,4064.56
OI029301,ORD09721,P0556,1,4003.39,4003.39
OI029302,ORD09721,P0020,1,440.03,440.03
OI029303,ORD09721,P1384,2,1641.14,3282.28
OI029304,ORD09721,P0791,1,11036.6,11036.6
OI029305,ORD09722,P0054,1,3852.42,3852.42
OI029306,ORD09722,P0122,1,3262.0,3262.0
OI029307,ORD09722,P0398,1,676.64,676.64
OI029308,ORD09722,P1327,1,5195.16,5195.16
OI029309,ORD09722,P0466,1,2488.86,2488.86
OI029310,ORD09723,P1490,1,15623.38,15623.38
OI029311,ORD09723,P0338,2,13938.73,27877.46
OI029312,ORD09723,P0120,1,4464.49,4464.49
OI029313,ORD09724,P1417,1,3795.51,3795.51
OI029314,ORD09724,P1022,1,15576.12,15576.12
OI029315,ORD09724,P1110,1,6348.92,6348.92
OI029316,ORD09724,P0830,1,3630.8,3630.8
OI029317,ORD09725,P0470,1,6641.1,6641.1
OI029318,ORD09725,P1160,1,931.61,931.61
OI029319,ORD09725,P1393,1,6776.78,6776.78
