review_id,customer_id,product_id,rating,review_text,review_date,sentiment
R04755,CUST0700,P0017,4,Very satisfied with the purchase.,2025-08-31,Positive
R04756,CUST4629,P1592,2,Stopped working after a week.,2020-12-09,Negative
R04757,CUST4650,P1951,5,"Excellent product, highly recommended!",2025-05-22,Positive
R04758,CUST4833,P0312,3,"Average quality, meets expectations.",2025-07-20,Neutral
R04759,CUST1732,P0885,2,Stopped working after a week.,2025-04-01,Negative
R04760,CUST3656,P0437,2,Stopped working after a week.,2024-08-25,Negative
R04761,CUST4742,P1775,3,Decent product for the price.,2025-08-31,Neutral
R04762,CUST0232,P1977,5,Very satisfied with the purchase.,2025-11-03,Positive
R04763,CUST1619,P0276,4,"Excellent product, highly recommended!",2025-03-19,Positive
R04764,CUST2763,P1422,2,Disappointed with the build quality.,2025-09-07,Negative
R04765,CUST3399,P1602,5,Works as expected.,2022-12-28,Positive
R04766,CUST4402,P1764,5,Good value for money.,2025-05-25,Positive
R04767,CUST3972,P1300,5,"Excellent product, highly recommended!",2025-02-18,Positive
R04768,CUST4397,P1770,3,"Average quality, meets expectations.",2023-06-21,Neutral
R04769,CUST0588,P0416,5,Good value for money.,2024-05-04,Positive
R04770,CUST2233,P1671,5,"Excellent product, highly recommended!",2023-12-26,Positive
R04771,CUST0355,P0087,4,Good value for money.,2025-10-12,Positive
R04772,CUST3343,P1439,5,Works as expected.,2023-07-26,Positive
R04773,CUST3944,P0773,3,"Product is okay, nothing special.",2025-06-29,Neutral
R04774,CUST2113,P1181,3,"Product is okay, nothing special.",2023-09-17,Neutral
R04775,CUST4426,P1662,4,Quality is great for the price.,2024-07-27,Positive
R04776,CUST3964,P0754,3,"Average quality, meets expectations.",2025-10-13,Neutral
R04777,CUST2814,P0699,3,Decent product for the price.,2020-06-14,Neutral
R04778,CUST2424,P0722,2,Not worth the money.,2024-09-04,Negative
R04779,CUST4272,P0743,4,Very satisfied with the purchase.,2023-07-09,Positive
R04780,CUST2006,P1345,5,"Excellent product, highly recommended!",2022-07-04,Positive
R04781,CUST3214,P0746,5,Quality is great for the price.,2025-10-05,Positive
R04782,CUST3540,P0605,3,"Product is okay, nothing special.",2021-05-06,Neutral
R04783,CUST2849,P1828,2,Disappointed with the build quality.,2025-01-12,Negative
R04784,CUST2838,P1347,3,"Average quality, meets expectations.",2025-05-28,Neutral
R04785,CUST4702,P0624,4,"Excellent product, highly recommended!",2024-11-10,Positive
R04786,CUST2974,P0799,5,Very satisfied with the purchase.,2025-08-23,Positive
R04787,CUST1300,P0151,4,Very satisfied with the purchase.,2025-05-16,Positive
R04788,CUST4717,P0056,4,Works as expected.,2025-05-31,Positive
R04789,CUST3111,P0391,3,"Average quality, meets expectations.",2025-05-14,Neutral
R04790,CUST3006,P1273,4,Good value for money.,2024-02-26,Positive
R04791,CUST3977,P1464,5,"Excellent product, highly recommended!",2024-11-30,Positive
R04792,CUST0807,P1978,5,"Excellent product, highly recommended!",2024-12-12,Positive
R04793,CUST2262,P1102,5,"Excellent product, highly recommended!",2025-10-17,Positive
R04794,CUST2302,P0506,3,"Product is okay, nothing special.",2023-10-02,Neutral
R04795,CUST0699,P1776,3,"Average quality, meets expectations.",2025-02-23,Neutral
R04796,CUST4783,P0738,3,It's fine but could be better.,2025-11-06,Neutral
R04797,CUST4224,P1110,2,Disappointed with the build quality.,2023-11-14,Negative
R04798,CUST4008,P1876,3,"Average quality, meets expectations.",2022-11-04,Neutral
R04799,CUST2513,P1017,5,"Excellent product, highly recommended!",2024-07-11,Positive
R04800,CUST2861,P1736,5,"Excellent product, highly recommended!",2024-12-28,Positive
R04801,CUST1932,P0254,3,It's fine but could be better.,2021-11-20,Neutral
R04802,CUST2516,P0171,4,"Excellent product, highly recommended!",2025-06-15,Positive
R04803,CUST4413,P0696,5,Quality is great for the price.,2025-08-24,Positive
R04804,CUST2903,P1944,5,Quality is great for the price.,2022-08-04,Positive
R04805,CUST4533,P0400,5,Works as expected.,2025-11-05,Positive
R04806,CUST1851,P0485,4,"Excellent product, highly recommended!",2023-01-23,Positive
R04807,CUST0298,P0793,4,Works as expected.,2025-10-25,Positive
R04808,CUST0336,P0311,4,"Excellent product, highly recommended!",2025-09-07,Positive
R04809,CUST4085,P1552,5,Very satisfied with the purchase.,2024-11-29,Positive
R04810,CUST4807,P0269,5,Good value for money.,2025-09-25,Positive
R04811,CUST2080,P1475,4,Works as expected.,2023-07-14,Positive
R04812,CUST1393,P1154,3,"Average quality, meets expectations.",2023-12-26,Neutral
R04813,CUST2343,P1410,5,Quality is great for the price.,2025-08-05,Positive
R04814,CUST4929,P0982,4,Quality is great for the price.,2023-03-10,Positive
R04815,CUST1950,P0835,5,Quality is great for the price.,2025-10-28,Positive
R04816,CUST3532,P0195,5,Works as expected.,2025-11-11,Positive
R04817,CUST3577,P1489,5,Good value for money.,2022-10-13,Positive
R04818,CUST1853,P1276,4,"Excellent product, highly recommended!",2025-09-06,Positive
R04819,CUST0818,P0857,5,Good value for money.,2024-09-21,Positive
R04820,CUST2177,P0916,5,Good value for money.,2022-05-12,Positive
R04821,CUST2395,P0617,5,Very satisfied with the purchase.,2021-06-19,Positive
R04822,CUST0323,P1632,5,"Excellent product, highly recommended!",2025-11-09,Positive
R04823,CUST0522,P0908,1,Poor customer service experience.,2025-06-08,Negative
R04824,CUST4170,P1447,5,Good value for money.,2024-11-25,Positive
R04825,CUST1211,P1655,2,Stopped working after a week.,2023-11-19,Negative
R04826,CUST3424,P1470,3,It's fine but could be better.,2022-04-14,Neutral
R04827,CUST3887,P1068,5,"Excellent product, highly recommended!",2022-08-24,Positive
R04828,CUST4270,P0470,4,"Excellent product, highly recommended!",2022-09-04,Positive
R04829,CUST2861,P1147,3,"Product is okay, nothing special.",2020-08-04,Neutral
R04830,CUST0704,P0791,5,"Excellent product, highly recommended!",2021-03-23,Positive
R04831,CUST2387,P1106,4,"Excellent product, highly recommended!",2025-06-24,Positive
R04832,CUST3315,P0913,4,Good value for money.,2023-08-10,Positive
R04833,CUST4466,P1264,3,"Product is okay, nothing special.",2024-06-13,Neutral
R04834,CUST4111,P0138,5,Works as expected.,2025-09-11,Positive
R04835,CUST1560,P0796,5,Very satisfied with the purchase.,2025-04-06,Positive
R04836,CUST0798,P1751,5,Good value for money.,2022-12-06,Positive
R04837,CUST3540,P1519,5,Good value for money.,2022-06-30,Positive
R04838,CUST3544,P0212,4,"Excellent product, highly recommended!",2025-08-17,Positive
R04839,CUST0728,P1866,4,Good value for money.,2025-09-06,Positive
R04840,CUST2004,P1587,5,"Excellent product, highly recommended!",2025-01-13,Positive
R04841,CUST4718,P0123,1,Not worth the money.,2024-10-18,Negative
R04842,CUST4857,P1290,5,Very satisfied with the purchase.,2025-04-17,Positive
R04843,CUST3886,P1900,5,Quality is great for the price.,2025-11-06,Positive
R04844,CUST2530,P1307,5,Good value for money.,2025-04-08,Positive
R04845,CUST3457,P0192,5,Good value for money.,2023-07-05,Positive
R04846,CUST4467,P0025,5,Works as expected.,2025-07-14,Positive
R04847,CUST1489,P1656,5,Works as expected.,2022-07-02,Positive
R04848,CUST4496,P1162,4,Works as expected.,2025-09-04,Positive
R04849,CUST2591,P1595,5,Works as expected.,2025-08-01,Positive
R04850,CUST3210,P1562,5,Good value for money.,2025-10-13,Positive
R04851,CUST0288,P1799,4,Quality is great for the price.,2025-07-30,Positive
R04852,CUST0742,P1906,5,Quality is great for the price.,2021-02-14,Positive
R04853,CUST1465,P0686,3,Decent product for the price.,2025-09-29,Neutral
R04854,CUST4273,P0532,4,Good value for money.,2025-10-15,Positive
R04855,CUST3523,P1140,5,Good value for money.,2025-01-06,Positive
R04856,CUST2133,P0053,5,Good value for money.,2023-01-16,Positive
R04857,CUST4015,P1648,5,Works as expected.,2025-03-03,Positive
R04858,CUST2080,P0778,3,"Product is okay, nothing special.",2024-09-19,Neutral
R04859,CUST0187,P0358,3,"Average quality, meets expectations.",2025-08-14,Neutral
R04860,CUST1104,P1409,4,Works as expected.,2022-12-02,Positive
R04861,CUST2955,P1075,5,Quality is great for the price.,2024-05-04,Positive
R04862,CUST3944,P0496,3,"Product is okay, nothing special.",2024-06-09,Neutral
R04863,CUST2197,P0767,5,"Excellent product, highly recommended!",2025-07-03,Positive
R04864,CUST1882,P0433,5,Very satisfied with the purchase.,2025-03-01,Positive
R04865,CUST0219,P1065,5,"Excellent product, highly recommended!",2024-01-08,Positive
R04866,CUST4485,P1322,4,Quality is great for the price.,2024-12-17,Positive
R04867,CUST4833,P0080,4,Very satisfied with the purchase.,2025-09-18,Positive
R04868,CUST4208,P0268,2,Not worth the money.,2025-09-09,Negative
R04869,CUST0472,P1260,4,"Excellent product, highly recommended!",2025-08-28,Positive
R04870,CUST3628,P1193,4,Very satisfied with the purchase.,2025-08-25,Positive
R04871,CUST2134,P0213,5,Good value for money.,2025-08-20,Positive
R04872,CUST0904,P1487,5,Good value for money.,2023-08-01,Positive
R04873,CUST0003,P1312,4,Good value for money.,2025-09-01,Positive
R04874,CUST0191,P0313,4,"Excellent product, highly recommended!",2024-05-23,Positive
R04875,CUST4753,P0777,4,Good value for money.,2025-05-23,Positive
R04876,CUST4389,P1903,5,Works as expected.,2025-08-24,Positive
R04877,CUST4526,P0300,4,"Excellent product, highly recommended!",2024-04-06,Positive
R04878,CUST0004,P1603,2,Stopped working after a week.,2022-06-22,Negative
R04879,CUST2921,P1946,1,Not worth the money.,2024-10-20,Negative
R04880,CUST0926,P1125,5,Works as expected.,2023-08-29,Positive
R04881,CUST2821,P0635,5,Works as expected.,2023-11-20,Positive
R04882,CUST1513,P0773,5,Good value for money.,2024-06-09,Positive
R04883,CUST4214,P0773,5,"Excellent product, highly recommended!",2023-11-21,Positive
R04884,CUST2246,P1569,4,Quality is great for the price.,2025-07-07,Positive
R04885,CUST0486,P1736,4,Works as expected.,2023-10-20,Positive
R04886,CUST2811,P0061,4,Works as expected.,2025-10-31,Positive
R04887,CUST4530,P1036,4,Quality is great for the price.,2025-08-17,Positive
R04888,CUST0056,P1232,4,Quality is great for the price.,2023-06-02,Positive
R04889,CUST0069,P1241,5,Works as expected.,2024-09-28,Positive
R04890,CUST0283,P0234,4,"Excellent product, highly recommended!",2025-01-16,Positive
R04891,CUST4455,P1884,3,Decent product for the price.,2025-01-25,Neutral
R04892,CUST4154,P1354,5,Quality is great for the price.,2025-09-24,Positive
R04893,CUST4912,P0476,5,Quality is great for the price.,2023-06-30,Positive
R04894,CUST0389,P0777,1,Poor customer service experience.,2025-03-21,Negative
R04895,CUST3753,P1571,3,It's fine but could be better.,2025-07-03,Neutral
R04896,CUST2897,P0938,4,Quality is great for the price.,2025-07-03,Positive
R04897,CUST2925,P0170,3,It's fine but could be better.,2022-08-07,Neutral
R04898,CUST3658,P0194,3,It's fine but could be better.,2025-01-22,Neutral
R04899,CUST3399,P0781,5,Quality is great for the price.,2025-09-06,Positive
R04900,CUST2345,P0189,4,Works as expected.,2022-09-29,Positive
R04901,CUST1900,P1256,3,"Product is okay, nothing special.",2022-10-19,Neutral
R04902,CUST1851,P0080,4,Good value for money.,2021-02-15,Positive
R04903,CUST4208,P1875,4,Very satisfied with the purchase.,2025-01-14,Positive
R04904,CUST2590,P0277,3,It's fine but could be better.,2025-11-09,Neutral
R04905,CUST4359,P1919,5,Very satisfied with the purchase.,2025-08-07,Positive
R04906,CUST4276,P0127,4,Very satisfied with the purchase.,2025-06-03,Positive
R04907,CUST4506,P1899,4,Quality is great for the price.,2025-07-13,Positive
R04908,CUST1306,P0555,3,"Product is okay, nothing special.",2024-09-24,Neutral
R04909,CUST3864,P0500,4,Very satisfied with the purchase.,2024-07-15,Positive
R04910,CUST1710,P0187,4,"Excellent product, highly recommended!",2025-03-20,Positive
R04911,CUST2371,P0831,5,Quality is great for the price.,2024-09-05,Positive
R04912,CUST2239,P0952,5,Quality is great for the price.,2022-10-20,Positive
R04913,CUST1840,P0790,5,Good value for money.,2024-06-11,Positive
R04914,CUST2331,P1363,5,"Excellent product, highly recommended!",2023-07-18,Positive
R04915,CUST0435,P1547,4,Works as expected.,2023-02-09,Positive
R04916,CUST1803,P1575,5,Works as expected.,2025-10-28,Positive
R04917,CUST4021,P1610,4,"Excellent product, highly recommended!",2025-09-08,Positive
R04918,CUST0065,P0561,4,Good value for money.,2025-08-28,Positive
R04919,CUST0174,P0285,5,Good value for money.,2025-06-06,Positive
R04920,CUST1747,P0512,4,Works as expected.,2025-11-09,Positive
R04921,CUST3242,P0409,3,Decent product for the price.,2024-12-05,Neutral
R04922,CUST3275,P0749,4,Very satisfied with the purchase.,2025-01-22,Positive
R04923,CUST0128,P1588,4,Good value for money.,2025-09-11,Positive
R04924,CUST4681,P1295,2,Disappointed with the build quality.,2025-03-03,Negative
R04925,CUST4002,P1159,3,It's fine but could be better.,2025-07-13,Neutral
R04926,CUST1246,P0973,4,"Excellent product, highly recommended!",2023-11-05,Positive
R04927,CUST4426,P0327,4,"Excellent product, highly recommended!",2025-11-13,Positive
R04928,CUST3897,P0459,5,"Excellent product, highly recommended!",2025-04-07,Positive
R04929,CUST4717,P1856,5,"Excellent product, highly recommended!",2025-05-08,Positive
R04930,CUST0184,P1121,3,Decent product for the price.,2023-06-21,Neutral
R04931,CUST4807,P0191,1,Stopped working after a week.,2024-06-28,Negative
R04932,CUST3130,P0501,5,"Excellent product, highly recommended!",2023-07-29,Positive
R04933,CUST1556,P1931,4,Works as expected.,2024-06-12,Positive
R04934,CUST2684,P1515,2,Not worth the money.,2025-07-22,Negative
R04935,CUST0520,P0656,2,Disappointed with the build quality.,2023-10-16,Negative
R04936,CUST1270,P0932,5,Good value for money.,2025-11-13,Positive
R04937,CUST3781,P1411,4,Very satisfied with the purchase.,2025-02-23,Positive
R04938,CUST0518,P1584,5,Very satisfied with the purchase.,2022-03-03,Positive
R04939,CUST1151,P1637,5,Good value for money.,2024-10-28,Positive
R04940,CUST1971,P0727,5,Very satisfied with the purchase.,2023-02-19,Positive
R04941,CUST2752,P0706,4,Quality is great for the price.,2024-03-13,Positive
R04942,CUST4629,P1000,5,Good value for money.,2024-11-30,Positive
R04943,CUST4506,P0799,5,Very satisfied with the purchase.,2023-07-12,Positive
R04944,CUST0635,P1020,5,Works as expected.,2025-06-09,Positive
R04945,CUST1196,P0128,4,Very satisfied with the purchase.,2023-07-13,Positive
R04946,CUST4930,P1485,3,"Product is okay, nothing special.",2025-06-11,Neutral
R04947,CUST3578,P0503,2,Not worth the money.,2023-11-15,Negative
R04948,CUST3811,P0163,4,Works as expected.,2024-06-28,Positive
R04949,CUST2931,P1694,2,Poor customer service experience.,2024-05-22,Negative
R04950,CUST2227,P1093,4,"Excellent product, highly recommended!",2025-07-25,Positive
R04951,CUST3208,P0585,4,Quality is great for the price.,2025-03-13,Positive
R04952,CUST0307,P1004,4,Good value for money.,2025-10-10,Positive
R04953,CUST1259,P0672,5,Quality is great for the price.,2024-12-27,Positive
R04954,CUST2192,P0545,4,"Excellent product, highly recommended!",2025-08-15,Positive
R04955,CUST3965,P1709,5,"Excellent product, highly recommended!",2025-01-23,Positive
R04956,CUST2152,P0937,2,Stopped working after a week.,2025-03-09,Negative
R04957,CUST3944,P1035,2,Disappointed with the build quality.,2024-11-10,Negative
R04958,CUST0553,P1853,4,Quality is great for the price.,2024-08-22,Positive
R04959,CUST1513,P0208,3,"Average quality, meets expectations.",2025-06-15,Neutral
R04960,CUST4384,P0572,4,"Excellent product, highly recommended!",2025-10-19,Positive
R04961,CUST4114,P1613,5,Quality is great for the price.,2024-10-31,Positive
R04962,CUST0212,P1542,3,It's fine but could be better.,2025-07-21,Neutral
R04963,CUST2219,P1722,4,Quality is great for the price.,2024-02-09,Positive
R04964,CUST1930,P1590,5,Very satisfied with the purchase.,2024-11-22,Positive
R04965,CUST3925,P0958,2,Disappointed with the build quality.,2025-11-12,Negative
R04966,CUST4537,P1871,5,Works as expected.,2025-10-11,Positive
R04967,CUST4515,P1578,5,Works as expected.,2022-11-29,Positive
R04968,CUST1269,P1954,2,Poor customer service experience.,2025-07-25,Negative
R04969,CUST3423,P0919,5,Good value for money.,2025-07-23,Positive
R04970,CUST0603,P0468,5,Quality is great for the price.,2025-04-07,Positive
R04971,CUST3886,P1306,5,"Excellent product, highly recommended!",2025-10-25,Positive
R04972,CUST1437,P0920,3,Decent product for the price.,2025-09-18,Neutral
R04973,CUST2033,P0698,5,Good value for money.,2023-03-24,Positive
R04974,CUST1047,P0852,3,"Product is okay, nothing special.",2025-04-30,Neutral
R04975,CUST2076,P0944,3,"Average quality, meets expectations.",2024-11-13,Neutral
R04976,CUST3234,P1246,4,"Excellent product, highly recommended!",2021-10-31,Positive
R04977,CUST1441,P0690,5,Works as expected.,2024-08-24,Positive
R04978,CUST2855,P0138,5,Quality is great for the price.,2025-08-24,Positive
R04979,CUST0096,P0687,4,Very satisfied with the purchase.,2025-06-04,Positive
R04980,CUST1906,P0379,4,"Excellent product, highly recommended!",2021-06-28,Positive
R04981,CUST2731,P0530,5,Good value for money.,2025-01-18,Positive
R04982,CUST4257,P1975,5,Works as expected.,2023-12-20,Positive
R04983,CUST0357,P1879,4,Works as expected.,2025-05-27,Positive
R04984,CUST0360,P1280,3,"Product is okay, nothing special.",2025-11-06,Neutral
R04985,CUST0287,P1788,4,"Excellent product, highly recommended!",2025-10-22,Positive
R04986,CUST3054,P1731,5,Good value for money.,2025-09-22,Positive
R04987,CUST3925,P1526,5,"Excellent product, highly recommended!",2025-04-26,Positive
R04988,CUST0581,P0526,5,"Excellent product, highly recommended!",2020-05-23,Positive
R04989,CUST1327,P0474,2,Not worth the money.,2024-07-29,Negative
R04990,CUST3922,P1477,5,"Excellent product, highly recommended!",2025-01-26,Positive
R04991,CUST0585,P0757,4,"Excellent product, highly recommended!",2025-10-26,Positive
R04992,CUST3143,P0750,5,Very satisfied with the purchase.,2025-10-16,Positive
R04993,CUST3498,P0847,5,Works as expected.,2024-01-02,Positive
R04994,CUST0290,P0622,2,Disappointed with the build quality.,2024-10-09,Negative
R04995,CUST3652,P0630,5,Good value for money.,2024-12-05,Positive
R04996,CUST3658,P0355,5,Good value for money.,2024-08-15,Positive
R04997,CUST3150,P1631,4,Quality is great for the price.,2025-09-15,Positive
R04998,CUST3926,P0794,5,Very satisfied with the purchase.,2025-01-03,Positive
R04999,CUST4340,P0920,5,Works as expected.,2025-10-07,Positive
R05000,CUST3688,P1974,5,Works as expected.,2025-07-30,Positive
R05001,CUST3625,P0932,5,Works as expected.,2025-10-20,Positive
R05002,CUST4201,P0273,4,Quality is great for the price.,2022-01-23,Positive
R05003,CUST0058,P1593,5,Works as expected.,2025-05-29,Positive
R05004,CUST3453,P0485,4,Quality is great for the price.,2022-07-29,Positive
R05005,CUST1509,P1865,3,Decent product for the price.,2025-08-18,Neutral
R05006,CUST1554,P0166,5,"Excellent product, highly recommended!",2024-06-03,Positive
R05007,CUST4605,P1548,5,Works as expected.,2025-02-06,Positive
R05008,CUST2567,P1274,3,It's fine but could be better.,2024-12-05,Neutral
R05009,CUST0064,P0454,4,Works as expected.,2025-06-11,Positive
R05010,CUST3886,P1510,4,"Excellent product, highly recommended!",2025-11-05,Positive
R05011,CUST0120,P1044,5,Very satisfied with the purchase.,2024-11-06,Positive
R05012,CUST3993,P1820,4,Good value for money.,2025-10-01,Positive
R05013,CUST4265,P1146,5,Quality is great for the price.,2021-04-11,Positive
R05014,CUST0008,P0788,5,Very satisfied with the purchase.,2024-08-08,Positive
R05015,CUST3423,P0776,1,Stopped working after a week.,2025-05-04,Negative
R05016,CUST3934,P1831,3,It's fine but could be better.,2025-05-30,Neutral
R05017,CUST1903,P0213,5,Very satisfied with the purchase.,2024-06-28,Positive
R05018,CUST3349,P0866,5,"Excellent product, highly recommended!",2025-10-30,Positive
R05019,CUST2776,P0926,5,Good value for money.,2024-09-21,Positive
R05020,CUST1383,P0301,5,Quality is great for the price.,2025-11-01,Positive
R05021,CUST2434,P1836,4,"Excellent product, highly recommended!",2025-09-21,Positive
R05022,CUST0125,P1094,5,Good value for money.,2025-07-13,Positive
R05023,CUST3764,P1222,5,Good value for money.,2025-08-13,Positive
R05024,CUST4549,P1746,5,Very satisfied with the purchase.,2021-10-01,Positive
R05025,CUST3905,P0349,5,Very satisfied with the purchase.,2025-11-06,Positive
R05026,CUST0980,P1056,4,Very satisfied with the purchase.,2024-05-01,Positive
R05027,CUST0327,P1154,4,"Excellent product, highly recommended!",2024-06-11,Positive
R05028,CUST3017,P0370,5,Good value for money.,2025-10-20,Positive
R05029,CUST3912,P1692,5,Works as expected.,2024-02-03,Positive
R05030,CUST1062,P0796,5,Works as expected.,2025-02-04,Positive
R05031,CUST1074,P1802,5,"Excellent product, highly recommended!",2023-06-07,Positive
R05032,CUST0321,P1221,4,Very satisfied with the purchase.,2023-06-08,Positive
R05033,CUST1110,P0040,4,Good value for money.,2024-12-16,Positive
R05034,CUST2933,P1540,4,Good value for money.,2024-01-31,Positive
R05035,CUST1262,P1226,3,Decent product for the price.,2025-10-11,Neutral
R05036,CUST3493,P1019,5,Very satisfied with the purchase.,2025-03-03,Positive
R05037,CUST3058,P0234,2,Poor customer service experience.,2024-11-21,Negative
R05038,CUST4843,P0439,4,Quality is great for the price.,2025-11-01,Positive
R05039,CUST3927,P1188,2,Disappointed with the build quality.,2025-07-07,Negative
R05040,CUST3141,P1439,3,Decent product for the price.,2021-05-12,Neutral
R05041,CUST3388,P0897,5,Good value for money.,2024-12-13,Positive
R05042,CUST4247,P1741,4,"Excellent product, highly recommended!",2025-04-21,Positive
R05043,CUST4090,P0116,5,Good value for money.,2025-01-15,Positive
R05044,CUST4386,P0945,5,Very satisfied with the purchase.,2025-08-09,Positive
R05045,CUST0651,P1103,1,Poor customer service experience.,2025-07-10,Negative
R05046,CUST2706,P0361,3,"Average quality, meets expectations.",2025-08-27,Neutral
R05047,CUST4550,P1284,5,Very satisfied with the purchase.,2025-02-08,Positive
R05048,CUST3510,P0588,3,"Product is okay, nothing special.",2025-07-12,Neutral
R05049,CUST0743,P0499,4,Good value for money.,2024-12-22,Positive
R05050,CUST3427,P1341,4,Works as expected.,2025-08-28,Positive
R05051,CUST2518,P0718,3,"Average quality, meets expectations.",2024-10-06,Neutral
R05052,CUST4807,P0747,4,Good value for money.,2025-11-02,Positive
R05053,CUST3579,P0532,5,Works as expected.,2023-09-04,Positive
R05054,CUST2329,P1894,5,Good value for money.,2025-11-04,Positive
R05055,CUST2666,P1493,5,Very satisfied with the purchase.,2025-08-07,Positive
R05056,CUST1741,P1939,4,Works as expected.,2025-08-17,Positive
R05057,CUST2467,P0837,5,"Excellent product, highly recommended!",2021-02-07,Positive
R05058,CUST4793,P1988,5,Quality is great for the price.,2025-02-05,Positive
R05059,CUST2852,P0373,5,Very satisfied with the purchase.,2025-09-11,Positive
R05060,CUST4487,P0021,5,"Excellent product, highly recommended!",2022-11-19,Positive
R05061,CUST0980,P0381,5,Very satisfied with the purchase.,2025-05-15,Positive
R05062,CUST0105,P1719,5,Quality is great for the price.,2024-04-04,Positive
R05063,CUST4286,P1129,2,Disappointed with the build quality.,2025-07-26,Negative
R05064,CUST4211,P1897,5,Good value for money.,2025-10-11,Positive
R05065,CUST3252,P1300,4,Good value for money.,2025-01-14,Positive
R05066,CUST1499,P0034,5,Very satisfied with the purchase.,2023-04-21,Positive
R05067,CUST1518,P0485,5,Good value for money.,2022-01-29,Positive
R05068,CUST4518,P1616,3,"Product is okay, nothing special.",2025-07-30,Neutral
R05069,CUST4208,P1284,4,Very satisfied with the purchase.,2024-12-18,Positive
R05070,CUST2082,P0151,4,Works as expected.,2023-05-31,Positive
R05071,CUST0105,P0179,5,"Excellent product, highly recommended!",2025-06-27,Positive
R05072,CUST1141,P1600,5,"Excellent product, highly recommended!",2025-10-22,Positive
R05073,CUST0550,P1090,5,Quality is great for the price.,2025-03-12,Positive
R05074,CUST4471,P1628,3,"Average quality, meets expectations.",2024-02-14,Neutral
R05075,CUST0715,P1618,5,Quality is great for the price.,2025-06-05,Positive
R05076,CUST4689,P0753,5,"Excellent product, highly recommended!",2023-12-03,Positive
R05077,CUST3600,P1158,4,Good value for money.,2025-08-19,Positive
R05078,CUST3436,P0659,5,Works as expected.,2023-07-29,Positive
R05079,CUST3532,P1487,5,Quality is great for the price.,2025-11-13,Positive
R05080,CUST1786,P1460,5,"Excellent product, highly recommended!",2021-01-15,Positive
R05081,CUST3629,P0532,2,Not worth the money.,2025-07-23,Negative
R05082,CUST3306,P0960,5,Quality is great for the price.,2023-03-09,Positive
R05083,CUST2357,P0805,5,"Excellent product, highly recommended!",2023-01-04,Positive
R05084,CUST1452,P0762,5,Works as expected.,2025-01-24,Positive
R05085,CUST2352,P0498,4,Works as expected.,2023-03-28,Positive
R05086,CUST4565,P1873,5,Very satisfied with the purchase.,2023-08-15,Positive
R05087,CUST2013,P1097,4,Good value for money.,2025-07-14,Positive
R05088,CUST2087,P1683,5,Very satisfied with the purchase.,2023-12-05,Positive
R05089,CUST0634,P0911,3,It's fine but could be better.,2025-05-03,Neutral
R05090,CUST3570,P1266,5,"Excellent product, highly recommended!",2025-07-02,Positive
R05091,CUST4181,P1040,5,Quality is great for the price.,2025-06-21,Positive
R05092,CUST1211,P1740,5,Very satisfied with the purchase.,2025-05-26,Positive
R05093,CUST4442,P1609,5,Good value for money.,2022-05-29,Positive
R05094,CUST3110,P0194,5,Good value for money.,2025-03-01,Positive
R05095,CUST0153,P0745,2,Disappointed with the build quality.,2022-03-30,Negative
R05096,CUST1409,P0798,5,Very satisfied with the purchase.,2025-06-11,Positive
R05097,CUST0145,P1990,5,Works as expected.,2024-07-14,Positive
R05098,CUST4713,P0289,2,Not worth the money.,2025-06-05,Negative
R05099,CUST0325,P1632,5,Quality is great for the price.,2025-09-20,Positive
R05100,CUST3204,P1848,4,Very satisfied with the purchase.,2024-01-25,Positive
R05101,CUST2619,P1347,4,"Excellent product, highly recommended!",2025-03-19,Positive
R05102,CUST2682,P1245,5,"Excellent product, highly recommended!",2023-08-28,Positive
R05103,CUST1551,P1896,2,Not worth the money.,2025-03-31,Negative
R05104,CUST1916,P0278,5,Quality is great for the price.,2025-05-24,Positive
R05105,CUST0668,P1128,5,Very satisfied with the purchase.,2025-01-21,Positive
R05106,CUST1619,P1194,5,Very satisfied with the purchase.,2025-06-02,Positive
R05107,CUST1733,P0430,4,"Excellent product, highly recommended!",2023-10-02,Positive
R05108,CUST0620,P0731,4,Very satisfied with the purchase.,2025-01-26,Positive
R05109,CUST4791,P0596,5,Very satisfied with the purchase.,2025-03-23,Positive
R05110,CUST4056,P0259,4,Very satisfied with the purchase.,2025-01-06,Positive
R05111,CUST2125,P0035,4,Quality is great for the price.,2025-10-26,Positive
R05112,CUST1190,P0807,5,Works as expected.,2025-08-09,Positive
R05113,CUST2450,P1804,5,"Excellent product, highly recommended!",2024-07-09,Positive
R05114,CUST3313,P0160,2,Disappointed with the build quality.,2025-04-30,Negative
R05115,CUST3845,P1913,4,"Excellent product, highly recommended!",2024-11-24,Positive
R05116,CUST1045,P0141,2,Not worth the money.,2025-05-04,Negative
R05117,CUST0765,P0024,5,Quality is great for the price.,2025-07-07,Positive
R05118,CUST3009,P0294,5,"Excellent product, highly recommended!",2024-12-20,Positive
R05119,CUST1185,P1734,4,Quality is great for the price.,2025-05-17,Positive
R05120,CUST4505,P0119,4,"Excellent product, highly recommended!",2023-01-27,Positive
R05121,CUST4660,P0201,4,Very satisfied with the purchase.,2025-07-11,Positive
R05122,CUST2001,P1746,4,"Excellent product, highly recommended!",2025-04-17,Positive
R05123,CUST1165,P0116,1,Poor customer service experience.,2022-12-06,Negative
R05124,CUST3057,P0446,4,"Excellent product, highly recommended!",2025-10-15,Positive
